title,body,time,price,skype,hangouts,offline_place,user_id,beginner,header_img_url,ticket_img_url,bought,bought_user_id
クライミングに挑戦してみたい,最近流行っているクライミングに興味を持ちました！初心者で何から始めればいいかわからず、なかなか踏ん切りがつきません。教えて下さい！,3,800,FALSE,FALSE,都内,4,TRUE,http://210.140.71.3/image/tickets/header/ground.jpg,http://210.140.71.3/image/tickets/ticket/ground.jpg,FALSE,
おすすめの部屋と家具を教えて！,今度都内に引っ越しを考えています。そこで、部屋と新しい家具を探しています！普段はモダンな家具にレトロ、アンティーク調の雑貨をミックスするのが好きです。おすすめのショップなど教えていただきたいです！,1,400,TRUE,TRUE,,4,FALSE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
バッティングがうまくなりたい,10年くらい前に野球をやっていたのですが、こないだ久しぶりにバッティングセンターに行ったところ打てなくなっていて驚愕しました。あの頃に戻りたい！どなたかフォームを見ていただきアドバイスがほしいです,3,500,FALSE,FALSE,新宿周辺,13,FALSE,http://210.140.71.3/image/tickets/header/ground.jpg,http://210.140.71.3/image/tickets/ticket/ground.jpg,FALSE,
セントバーナードの飼いかた,犬を飼おうと思っています。検討しているのはセントバーナードです。大型犬ははじめてなので、アドバイスやおすすめのグッズがあれば教えて下さい！,1,300,TRUE,FALSE,,13,FALSE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
金沢を歴史から見所を教えて！,卒業旅行に金沢に行こうと思っています！加賀百万石の町並みを満喫したいです！歴史や、見所、穴場スポットなどなどガイドブックには載っていないようなところを教えて下さい！,3,500,TRUE,FALSE,,13,FALSE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
音ゲームの攻略教えて！,携帯ゲームが好きで、友人から音ゲームをおすすめされました。しかしリズム感覚がなく、攻略サイトは上級者ばかり、、、せっかくすすめてくれたので楽しみたいですし、上達してびっくりさせたいです。アドバイスいただけませんか？,2,500,TRUE,TRUE,,13,TRUE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
最近の本でいい本ありませんか？,ジャンルは問いません。最近仕事が忙しかったために本屋に行くことが叶わず、話題に追いつけなくなってしまいました。皆さんのおすすめの本を教えていただきたいです。,1,300,TRUE,TRUE,,14,TRUE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
マウンテンバイクに乗りたい,運動や趣味を兼ねて、自転車通勤を始めようかと思っています。自転車屋の店員に流されることなく、いいマウンテンバイクがほしいです。そろえるべき道具などもあれば合わせて教えて下さい。,3,500,FALSE,FALSE,都内,14,FALSE,http://210.140.71.3/image/tickets/header/running.jpg,http://210.140.71.3/image/tickets/ticket/running.jpg,FALSE,
剣道初段、形の稽古がしたい,道場には通う時間がなかなか合わず、形の練習がしたいです。初段ですが五本目までお手合わせとご指導をお願いしたいです。,3,800,FALSE,FALSE,都内,14,FALSE,http://210.140.71.3/image/tickets/header/ground.jpg,http://210.140.71.3/image/tickets/ticket/ground.jpg,FALSE,
iOSアプリを作れるようになりたい！,Swiftで簡単なiOSアプリを作れるようになりたいです！初心者なので、まずは基本的な事から教わりたいです。オンライン限定でお願いします。,3,1000,TRUE,FALSE,,3,TRUE,http://210.140.71.3/image/tickets/header/keyboard.jpg,http://210.140.71.3/image/tickets/ticket/keyboard.jpg,FALSE,
ダイビング,せっかくダイビングのライセンスをとったのですが、なかなか潜りに行く機会がなく、久しぶりに潜るのが不安です。どなたか1日インストラクターをお願いしたいです。場所は伊豆を考えています。天候によっては、急遽日時を変更することがあります。,6,1000,FALSE,FALSE,伊豆,3,TRUE,http://210.140.71.3/image/tickets/header/thesea.jpg,http://210.140.71.3/image/tickets/ticket/thesea.jpg,FALSE,
バンコクのおすすめスポットを教えて！,今月末に友人とタイのバンコクに行ってきます！初めてのタイで、どこを観光すればいいのかわかりません。ガイドブックには載っていない穴場のおすすめスポットなどをぜひ教えて欲しいです！旅行期間は1週間程度です。,2,600,TRUE,TRUE,札幌,3,FALSE,http://210.140.71.3/image/tickets/header/suitcase.jpg,http://210.140.71.3/image/tickets/ticket/suitcase.jpg,FALSE,
足が速くなる方法を教えて欲しいです！,運動は得意だったのですが、最近全然動かなくなってしまい体がなまってきています。来月、町内の運動会もあることなので、この機会に足が速くなる方法を伝授していただきたいです！場所はどこかの運動場を考えています。よろしくお願いします。,2,700,FALSE,FALSE,都内,3,FALSE,http://210.140.71.3/image/tickets/header/running.jpg,http://210.140.71.3/image/tickets/ticket/running.jpg,FALSE,
初めてのスノーボード指導よろしくお願いします！,今年の冬はスノーボードをできるようになりたいです！今までずっとスキーをやっていたのですが、今年こそはスノーボードに挑戦してみようと思いました。今まで一度もやったことがなく、全くの初心者なので、基礎から教えていただきたいです。,6,900,FALSE,FALSE,長野,3,TRUE,http://210.140.71.3/image/tickets/header/ground.jpg,http://210.140.71.3/image/tickets/ticket/ground.jpg,FALSE,
リフティングが20回ぐらいできるようになりたい！,リフティングを20回ぐらいできるようになって女の子にモテたいです！サッカーは遊びでやったぐらいで、ほとんど初心者に近いです。ボールを自由自在に操る選手たちをみて魅了させられました。サッカー得意な人よろしくお願いします。,4,600,FALSE,FALSE,沖縄,7,TRUE,http://210.140.71.3/image/tickets/header/ground.jpg,http://210.140.71.3/image/tickets/ticket/ground.jpg,FALSE,
海のスポーツを教えて欲しいです！,最近運動不足で、体を動かしにいきたいです。ウォータースポーツはあまり経験したことがないので、体験してみたいです。水上のスポーツならなんでもいいです！よろしくお願いします！,5,500,FALSE,FALSE,関東,7,TRUE,http://210.140.71.3/image/tickets/header/thesea.jpg,http://210.140.71.3/image/tickets/ticket/thesea.jpg,FALSE,
一緒に部屋選びを手伝って欲しいです！,来月までに引っ越しをしなければなりません。部屋探しをするのは初めてで、まず何から初めていいのかわかりません。私におすすめの部屋を一緒に探してくれるひと探しています！,4,500,TRUE,TRUE,埼玉,7,TRUE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
紅葉を見に登山に連れてって！,今月、山に紅葉を見に行きたいと思っています。山登りは小学生ぶりで、体力にも自信がありません。どこの山に登るべきなのか、紅葉を綺麗に観賞できるおすすめのスポットなど、教えていただきたいです！,2.5,300,FALSE,TRUE,,7,TRUE,http://210.140.71.3/image/tickets/header/grass.jpg,http://210.140.71.3/image/tickets/ticket/grass.jpg,FALSE,
バスケットでうまくドリブルできる方法を教えて！,今、体育でバスケットをやっているのですが、なかなかうまくできません。特にドリブルが苦手で、ボールが転がってしまいます。どうすればボールを自由自在に操ることができるようになりますか？どなたかよろしくお願いします。,3,400,FALSE,FALSE,鹿児島,7,TRUE,http://210.140.71.3/image/tickets/header/ground.jpg,http://210.140.71.3/image/tickets/ticket/ground.jpg,FALSE,
ワンランク上の手品を学びたい！,テレビで見たマジックをきっかけに最近自己流でマジックを練習しています。よくある定番のネタはできるようになってきて、少しずつオリジナルのネタを入れていきたいと思っています。ワンランク上のマジックを教えてください！,4,600,TRUE,FALSE,都内,8,FALSE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
家電選びを手伝ってください！,新しい家電をいくつか購入しようとおもっています。特に欲しいのは掃除機と冷蔵庫です。使用していておすすめの商品など一緒に選んで欲しいです！主婦のみなさまお待ちしてます！,2,400,FALSE,FALSE,,8,FALSE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
ラグビーのルールを教えて欲しいです！,最近テレビでラグビーの試合を見ていてはまってしまいました！しかし試合のルールが未だによく理解できません。もっとラグビー観賞を楽しむために、どなたかルールを基礎から教えていただけないでしょうか。,1.5,300,TRUE,TRUE,,8,TRUE,http://210.140.71.3/image/tickets/header/ground.jpg,http://210.140.71.3/image/tickets/ticket/ground.jpg,FALSE,
お部屋を素敵にするインテリアの方法を教えて！,思い切ってリビングの模様替えをしようと思っています。家具やカーテンなども変えて心機一転したいので、素敵なインテリアのご指導をお願いしたいです。落ち着きのある上品な雰囲気にしたいので、どなたかお手伝いよろしくお願いします。,3,400,TRUE,TRUE,宇都宮,8,FALSE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
誕生日ムービーの作り方を教えてほしいです。,来月、親友の誕生日が来るので、プレゼントとして誕生日ムービーを作って渡そうと思っています。今まで動画は作ったことがなく、今回が初めてです。簡単に素敵なムービーを作れる方法を教えていだきたいです！,4.5,700,TRUE,TRUE,水戸,8,TRUE,http://210.140.71.3/image/tickets/header/pc.jpg,http://210.140.71.3/image/tickets/ticket/pc.jpg,FALSE,
初心者用の初歩的なプログラムを教えて欲しいです！,今、大学の進路について悩んでいます。前から情報の分野に興味があり、その道に進もうか迷っています。試しに簡単なプログラムを組んでみたいのですが、どういった言語から始めればいいのかなど、かなり初歩的なところから教えて欲しいです！,5,800,TRUE,FALSE,関東,9,TRUE,http://210.140.71.3/image/tickets/header/keyboard.jpg,http://210.140.71.3/image/tickets/ticket/keyboard.jpg,FALSE,
基本的なPC操作を教えて欲しいです！,事務職への転職を考えているOLです。一般事務に必要なPCスキルを一通り教えていただきたいです。簡単な操作から少し応用した機能まで学べると嬉しいです！,4,600,TRUE,TRUE,岐阜,9,TRUE,http://210.140.71.3/image/tickets/header/pc.jpg,http://210.140.71.3/image/tickets/ticket/pc.jpg,FALSE,
バドミントンをもっと強くなりたい！,今、高校でバドミントンサークルに入っているのですが、周りは上手い子ばかりで、自分はいつも端で練習しています。早く上手くなって、試合で他の子たちに勝てるようになりたいです！経験者の皆様、どうか宜しくお願いします！,5,500,FALSE,FALSE,栃木,9,FALSE,http://210.140.71.3/image/tickets/header/ground.jpg,http://210.140.71.3/image/tickets/ticket/ground.jpg,FALSE,
美しく優雅にシンクロをできるようになりたいです！,大勢の動きがぴったりあったシンクロを見て、その美しさに魅了され自分も真似してみたいとおもいはじめました。簡単なポーズでいいので、できるようになりたいです。,3,400,FALSE,FALSE,稲毛,9,TRUE,http://210.140.71.3/image/tickets/header/running.jpg,http://210.140.71.3/image/tickets/ticket/running.jpg,FALSE,
お部屋で飼えるおすすめの小動物をおしえてください！,今まで、ハムスターをずっと飼っていたのですが、先週悲しいことに、死んでしまいました。また何か飼おうと思っているので、お部屋で飼えるおすすめの小動物を教えてください！,1.5,300,TRUE,TRUE,,9,FALSE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
金沢ドライブ見所を教えて！,金沢までドライブしようと思っています！加賀百万石の町並みを満喫したいです！歴史や、見所、穴場スポットなどなどガイドブックには載っていないようなところを教えて下さい！,3,500,TRUE,FALSE,,10,FALSE,http://210.140.71.3/image/tickets/header/suitcase.jpg,http://210.140.71.3/image/tickets/ticket/suitcase.jpg,FALSE,
写真の上手な撮り方,カメラ初心者です！一眼を買ったばっかで、使い方やいい写真が撮れるコツなどを教えて下さい！オンラインでも、どこかの街や公園でも構いません！,3,500,TRUE,FALSE,都内,10,TRUE,http://210.140.71.3/image/tickets/header/camera.jpg,http://210.140.71.3/image/tickets/ticket/camera.jpg,FALSE,
自転車のいい選び方教えて！,運動や趣味を兼ねて、自転車通勤を始めようかと思っています。自転車屋の店員に流されることなく、いいマウンテンバイクがほしいです。そろえるべき道具などもあれば合わせて教えて下さい。,3,500,TRUE,FALSE,都内,10,FALSE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
体を動かしたい！,スポーツの秋ということで、体力づくりを兼ねて何かスポーツを始めたいと思っています！このスポーツで体力づくりが効果的にできるものがあればメニュー含め教えていただきたいです！,3,500,TRUE,FALSE,,10,TRUE,http://210.140.71.3/image/tickets/header/running.jpg,http://210.140.71.3/image/tickets/ticket/running.jpg,FALSE,
アクションゲームが上手くなりたい,"アクションゲームでいつも負けてばかりなので強くなりたいです！
自分の操作を見てもらい、
アドバイスをしていただける方を探しています！",3,500,TRUE,FALSE,山手線沿線,10,FALSE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
簡単な片付けテクニックを教えてください,"収納場所が少なく、ものの置き場に困っています。
散らかった、狭い部屋をすっきりさせるには、
どうしたらいいでしょうか。教えてください！",2,500,TRUE,FALSE,渋谷周辺,11,TRUE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
大型犬の飼いかた,犬を飼おうと思っています。検討しているのは大型犬です。大型犬ははじめてなので、アドバイスやおすすめのグッズがあれば教えて下さい！,1,300,TRUE,FALSE,,11,FALSE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
猫のコラージュ画像を作りたい！,飼い猫の思い出コラージュ画像を作ろうと思っています！Photoshopなら初心者ですが使えます！デザインできる人、できればソフトの使い方が上手い人、よろしくお願いします！,3,700,TRUE,TRUE,,11,TRUE,http://210.140.71.3/image/tickets/header/keyboard.jpg,http://210.140.71.3/image/tickets/ticket/keyboard.jpg,FALSE,
簡単に読める本を教えてください！,ジャンルは問いません。あまり本を読むのが得意ではないのですが、たまには読んでみようかと思いました。皆さんのおすすめの本を教えていただきたいです。,1,300,TRUE,TRUE,,11,TRUE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
サーフィンを始めたい！,ボードのペイントに憧れてサーフィンを始めたいのです！色々と教えてください〜！,3,500,FALSE,FALSE,湘南,11,TRUE,http://210.140.71.3/image/tickets/header/thesea.jpg,http://210.140.71.3/image/tickets/ticket/thesea.jpg,FALSE,
早く片つける方法を教えてください,トレーニング道具が散らかってきまして、片つけは得意ではないのでいい方法を教えてください,2,500,TRUE,FALSE,都内,12,TRUE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
テーブルマナーを教えてください,記念パーティーとやらで、フレンチのコース料理が有名なレストランに招待されまして、テーブルマナーを教えて欲しいです,3,800,TRUE,FALSE,,12,TRUE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
新しい技身に付けたいです,強くなりたいのですが、昇竜拳って身につけることできますか？知ってる方いらしたら教えてください。,3,"1,000",FALSE,FALSE,渋谷,12,TRUE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
一眼でいい写真を撮りたい！,カメラ初心者です！一眼を買ったばっかで、使い方やいい写真が撮れるコツなどを教えて下さい！オンラインでも、どこかの街や公園でも構いません！,3,500,TRUE,TRUE,都内,13,TRUE,http://210.140.71.3/image/tickets/header/camera.jpg,http://210.140.71.3/image/tickets/ticket/camera.jpg,FALSE,
体力づくりがしたい！,スポーツの秋ということで、体力づくりを兼ねて何かスポーツを始めたいと思っています！このスポーツで体力づくりが効果的にできるものがあればメニュー含め教えていただきたいです！,3,400,TRUE,TRUE,,14,TRUE,http://210.140.71.3/image/tickets/header/running.jpg,http://210.140.71.3/image/tickets/ticket/running.jpg,FALSE,
アジア旅行でおすすめ教えて,海外旅行は何度も経験ありますが、今度ははじめてアジアに行きたいと思っています！国はまだ決めておりません。アジアの国々の旅行経験者さんの実体験やおすすめの場所など教えてはしいです！,1,300,TRUE,FALSE,,14,TRUE,http://210.140.71.3/image/tickets/header/suitcase.jpg,http://210.140.71.3/image/tickets/ticket/suitcase.jpg,FALSE,
犬と猫どちらがいいですか,ペットを飼いたいのですが、家を開けることが多く、放置していても問題なかったり、もしくは車移動しやすいような大人しいペットなどいませんか？できれば犬か猫がいいです。しつけの仕方など含めよろしくお願いします！,1,500,TRUE,FALSE,,15,TRUE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
長い間楽しめる本を教えてください,仕事柄、移動時間がとても多く、普段は寝ているか読書をしています。ハリーポッターが好きなのですが、何度読んでも楽しめるような長編おすすめの本を教えてください！,1,300,TRUE,TRUE,,15,FALSE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
トランプ以外の手品教えてください！,手品で子供達に楽しんでもらえる活動をしています！トランプが得意なのですが、他のものにも挑戦しようと思っています！,3,800,TRUE,TRUE,新宿,15,FALSE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
上司のお宅訪問、マナー教えて,上司のお宅にお招きいただきました。訪問の際のマナーも一通り覚えましたが、ぎこちなく不安です。コーヒーが好きな方で、手土産にも悩んでいます。相談にのってください。,3,700,TRUE,TRUE,,15,TRUE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
クライミングの攻略を！,群馬の黒岩に挑戦します。初めてのクライミングです。攻略方法を教えてください。また、黒岩の後に挑戦できる場所も教えて欲しいです。,3,800,TRUE,TRUE,東京,15,TRUE,http://210.140.71.3/image/tickets/header/grass.jpg,http://210.140.71.3/image/tickets/ticket/grass.jpg,FALSE,
一人暮らしを始める手続きの仕方,今春から初めて一人暮らしをします！住宅探しのコツから、詳しい手続きの仕方など教えていただきたいです。いろいろなホームページを見てもちんぷんかんぷんでした…。ぜひよろしくお願いします！,2,300,TRUE,TRUE,,16,TRUE,http://210.140.71.3/image/tickets/header/suitcase.jpg,http://210.140.71.3/image/tickets/ticket/suitcase.jpg,FALSE,
富士山に登りたい！,最近登山にはまりました。まだ低めの山しか制覇していませんが、元旦めがけて登りたいと思っています。注意点など教えていただきたいです！,3,700,TRUE,TRUE,関東,16,FALSE,http://210.140.71.3/image/tickets/header/running.jpg,http://210.140.71.3/image/tickets/ticket/running.jpg,FALSE,
ポスターがつくりたい！,私が所属しているバレーボールチームの新規勧誘ポスターを作りたいと思っています！Photoshopなら初心者ですが使えます！デザインできる人、できればソフトの使い方が上手い人、よろしくお願いします！,3,700,TRUE,TRUE,,16,TRUE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
スケートでスピンができるようになりたい！,くるくる回ってみたいです！普通に滑れることはできます！教室とかで習ったことはないため、専門用語はわかりません。運動は得意なので、手取り足とり教えていただきたいです！,2,700,FALSE,FALSE,"東京,神奈川",16,FALSE,http://210.140.71.3/image/tickets/header/running.jpg,http://210.140.71.3/image/tickets/ticket/running.jpg,FALSE,
バドミントンのラリーを続けたい！,ゆっくり大きく振り被るのではなく、高速で続けるラリーが苦手です。でもできないのは悔しい！コツを教えてください！,2,500,FALSE,FALSE,都内,16,FALSE,http://210.140.71.3/image/tickets/header/ground.jpg,http://210.140.71.3/image/tickets/ticket/ground.jpg,FALSE,
子供がなかなか泳げないのを教える方法,５歳の娘が水嫌いでして、プールに連れていって克服させたいです。できればこれからの学校で困らない程度に泳げるようにしたいです。母が教えられることありますか？私もあまり泳ぐのは得意ではないのです。よろしくお願いします！,2,700,TRUE,FALSE,東京都下,17,TRUE,http://210.140.71.3/image/tickets/header/thesea.jpg,http://210.140.71.3/image/tickets/ticket/thesea.jpg,FALSE,
Excelで家計簿の作り方,家計簿をExcelでつくりたいです！日々使うので、使いやすくて、簡単にグラフ化もできるようにしたいです。詳しい方教えてください！,3,500,TRUE,TRUE,,17,TRUE,http://210.140.71.3/image/tickets/header/keyboard.jpg,http://210.140.71.3/image/tickets/ticket/keyboard.jpg,FALSE,
友人の結婚式ムービーの作りかた,友人の結婚式のムービーを作ることになりました。ソフトは初心者ではないのですが、デザイン面で不安があります。ハッピーな雰囲気で！教えてください！,3,800,TRUE,TRUE,,17,FALSE,http://210.140.71.3/image/tickets/header/pc.jpg,http://210.140.71.3/image/tickets/ticket/pc.jpg,FALSE,
初心者でもできるプログラミング教えてください,プログラミングをはじめてみたい！！まずたくさんの言語に触れてみたいので、よろしくお願いします！！,3,500,TRUE,TRUE,,17,TRUE,http://210.140.71.3/image/tickets/header/keyboard.jpg,http://210.140.71.3/image/tickets/ticket/keyboard.jpg,FALSE,
ホームページ制作javaを教えてください,htmlとcssでホームページを作っています！javaを組み込みたいので是非教えてください！,3,500,TRUE,TRUE,,17,TRUE,http://210.140.71.3/image/tickets/header/keyboard.jpg,http://210.140.71.3/image/tickets/ticket/keyboard.jpg,FALSE,
アプリを作りたいんだ教えてくれ！,地上では強いのだが、機械には弱いのだ。しかしみんなを強くするアプリを開発しようと考えている。Swiftを教えてくれ！,3,500,TRUE,FALSE,,18,TRUE,http://210.140.71.3/image/tickets/header/keyboard.jpg,http://210.140.71.3/image/tickets/ticket/keyboard.jpg,FALSE,
早く片つける方法を教えてくれ！,地上では最強だが、トレーニング道具が散らかってきた。片つけは得意ではないが、片つけることで精神の統一もできるだろう。いい方法はないだろうか。,2,500,TRUE,FALSE,中野,18,TRUE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
緊急！！テーブルマナー！,ついに俺は最強の漢が集まるぱーてぃーに招待された。しかし当日はドレスアップらしい。。。俺はテーブルマナーがわからないのだ。フレンチのコースらしい。誰か叩き込んでくれ！,3,800,TRUE,FALSE,地球上,18,TRUE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
昇竜拳の出し方を教えてくれ！,地上でもっと強くなるには、、俺はひらめいた。昇竜拳である！会得すれば俺は更に強くなれるだろう。師匠よ、教えてくれ,3,"1,000",FALSE,FALSE,地球上,18,TRUE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
日頃の運動不足を解消したい,デスクワークが多いので運動不足解消のためにランニングをはじめたいです。効果的なフォームなど教えてください。,1,600,FALSE,FALSE,都内,1,TRUE,http://210.140.71.3/image/tickets/header/running.jpg,http://210.140.71.3/image/tickets/ticket/running.jpg,FALSE,
猫の可愛い魅力を教えて欲しいです！,最近徹夜が続いていて、かなり疲労がたまっています。可愛い猫を見れば、その疲れも吹っ飛ぶと思うので、猫好きの誰か、猫の可愛い魅力を存分に教えて欲しいです！,1,300,TRUE,TRUE,岡山,1,FALSE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
部屋が散らかってきてどうにかしなくてはなりません！,今、自分の部屋が服や物で散乱しています。さすがにそろそろ片付けないとまずい状況まで来てしまいました。急遽誰か片付けのコツを教えに来てください！,3,700,FALSE,FALSE,筑波,1,TRUE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
強くなりたい,大学構内で変なひげの男に絡まれました。強くなりたいです。よろしくお願いします！,3,500,FALSE,FALSE,生田,2,TRUE,http://210.140.71.3/image/tickets/header/running.jpg,http://210.140.71.3/image/tickets/ticket/running.jpg,FALSE,
一人暮らしに必要なものって何ですか,そろそろ実家を出ようかと思っています。住むところはだいぶ固まっています。一人暮らしを始めるにあたってアドバイスをください。,1,300,TRUE,FALSE,,2,TRUE,http://210.140.71.3/image/tickets/header/suitcase.jpg,http://210.140.71.3/image/tickets/ticket/suitcase.jpg,FALSE,
スノーボードのかっこいい技教えて,かっこよくグラトリを決めたいです。いまいちコツがつかめません。教えていただきたいです。,3,700,FALSE,FALSE,関東近郊,2,FALSE,http://210.140.71.3/image/tickets/header/tentoumushi.jpg,http://210.140.71.3/image/tickets/ticket/tentoumushi.jpg,FALSE,
ドラクエVIIIの攻略教えてください,ドラクエはあまりやったことがありません。ストーリーは順当に進められますが、錬金のコツなど教えていただけると幸いです。,3,500,TRUE,FALSE,,2,TRUE,http://210.140.71.3/image/tickets/header/glasses.jpg,http://210.140.71.3/image/tickets/ticket/glasses.jpg,FALSE,
